Policy Number,Age,Years of Driving Experience,Number of Vehicles,Gender,Married,Vehicle Age,Losses,Fuel_type_D,Income
144638,66,47,3,0,Married,9,187.0689746,0,9034.44873
130933,67,48,4,0,Married,7,186.993559,0,8893.67795
162881,56,37,4,0,Married,12,186.985364,0,9123.2682
115843,70,50,2,0,Married,15,186.9770685,0,9100.853425
107660,67,50,1,1,Single,0,186.951001,0,8868.55005
133281,62,45,4,1,Single,4,186.8713381,0,8894.566905
103307,61,44,3,1,Married,2,186.8503764,0,8804.51882
145489,62,42,3,1,Married,13,186.7640373,0,8788.201865
165274,66,48,4,0,Single,4,186.667605,0,8743.38025
113494,62,42,1,1,Single,9,186.6485083,0,9106.425415
183026,70,52,4,1,Married,9,186.5952713,0,9125.763565
191210,23,5,2,0,Married,15,186.5815867,0,8912.079335
166472,67,47,1,1,Married,2,186.5116392,0,9086.58196
112707,19,0,2,1,Single,14,186.4975253,0,8945.876265
131000,23,6,4,1,Married,14,186.3419152,0,8913.09576
117972,69,49,2,0,Married,7,186.3223813,0,8922.119065
170916,62,45,3,1,Single,1,186.2644712,0,8968.22356
141243,31,12,4,1,Married,14,186.2549065,0,8766.745325
189968,66,49,1,0,Single,5,186.2522302,0,8971.61151
130063,64,45,3,0,Married,7,186.2505434,0,8853.52717
120594,38,19,3,0,Single,14,186.1176727,0,8745.883635
164168,23,4,3,1,Single,15,186.0547352,0,8785.73676
179266,69,51,3,0,Married,13,185.944511,0,9070.22555
165561,18,0,3,1,Married,14,185.8723642,0,8904.61821
115949,61,41,3,1,Single,4,185.8614547,0,8740.072735
128471,62,44,2,1,Married,13,185.8265531,0,8860.327655
134161,65,44,2,1,Married,15,185.8110244,0,8903.55122
131283,18,0,3,0,Married,15,185.7922048,0,8861.61024
192053,49,30,2,1,Single,15,185.759338,0,8984.9669
142617,66,45,3,1,Married,8,185.723881,0,8999.19405
170646,41,21,1,1,Married,15,185.6857913,0,8997.289565
191944,21,3,3,1,Married,14,185.6792609,0,8700.963045
147491,29,11,4,1,Married,14,185.6099405,0,8984.497025
171573,62,45,4,0,Married,10,185.4994852,0,8782.97426
122107,59,40,2,1,Single,15,185.4654981,0,9060.274905
101039,22,5,2,0,Married,13,185.4327464,0,8845.63732
176278,34,16,3,1,Married,13,185.3279228,0,8848.39614
129345,67,48,3,0,Married,9,185.2837875,0,8978.189375
148944,39,22,2,0,Single,14,185.2458451,0,8773.292255
170073,61,43,3,1,Single,4,185.2092509,0,8788.462545
104444,47,27,1,1,Married,13,185.1463607,0,8946.318035
134638,62,43,2,1,Married,1,185.1302781,0,8784.513905
159752,67,50,2,0,Married,3,185.123639,0,8664.18195
107444,60,39,2,0,Married,6,185.0751905,0,8901.759525
128479,46,25,3,0,Single,11,185.0649027,0,8924.245135
146169,67,49,2,0,Single,10,185.0628056,0,8979.14028
100935,63,43,3,0,Single,15,185.0165371,0,8779.826855
129110,62,43,3,0,Single,8,184.9488906,0,8691.44453
103695,63,42,2,1,Single,11,184.9471341,0,8670.356705
118231,68,48,3,0,Married,10,184.9239301,0,9040.196505
139883,61,42,4,0,Single,10,184.9221483,0,8908.107415
197283,66,48,3,0,Single,7,184.8876343,0,9004.381715
143885,49,31,3,1,Single,12,184.8374195,0,8850.870975
134476,23,4,2,1,Married,12,184.7622965,0,8709.114825
122535,68,47,3,1,Married,4,184.7557897,0,8693.789485
122442,19,1,2,1,Married,13,184.7519116,0,8763.59558
156093,64,45,1,0,Married,14,184.7351579,0,8677.757895
134724,62,43,3,1,Single,10,184.7169557,0,8909.847785
138318,45,24,4,1,Single,11,184.693913,0,8959.69565
113553,61,42,3,1,Single,12,184.6753971,0,8886.769855
116241,70,52,3,1,Married,10,184.5360255,0,8860.801275
159440,67,50,3,1,Single,1,184.5250104,0,8956.25052
132046,70,50,3,1,Married,9,184.4794014,0,8911.97007
164558,70,52,1,0,Married,7,184.317085,0,8891.85425
159342,64,43,3,1,Married,8,184.2904129,0,8837.520645
182604,18,0,2,1,Married,15,184.2619675,0,8995.098375
138990,67,49,3,0,Married,13,184.1834476,0,8837.17238
159694,61,40,3,0,Married,6,184.1530611,0,8843.653055
148634,64,47,2,0,Married,9,184.1390066,0,8975.95033
155351,61,41,2,0,Single,11,184.1277861,0,8753.389305
181130,48,29,3,1,Married,12,184.127155,0,8830.35775
146192,68,47,2,1,Married,6,184.1173057,0,8929.865285
181147,20,3,4,1,Married,14,184.0785484,0,8708.92742
119747,28,7,2,0,Single,11,183.9996698,0,8786.98349
132026,61,41,2,0,Married,8,183.9851,0,8815.255
162797,19,1,2,1,Married,14,183.9637908,0,8749.18954
170823,62,44,2,1,Single,8,183.9014883,0,8801.074415
161333,29,11,3,1,Married,15,183.8856392,0,8654.28196
119447,65,44,1,0,Single,8,183.8554703,0,8714.773515
111725,18,0,4,0,Married,12,183.7710119,0,8870.550595
125451,25,8,3,0,Married,12,183.728461,0,8749.42305
172126,28,9,1,0,Married,15,183.7265292,0,8725.32646
129276,21,3,4,1,Married,13,183.7059455,0,8663.297275
190853,25,6,1,1,Married,13,183.6143818,0,8658.71909
138616,51,33,4,1,Married,15,183.6142249,0,8688.711245
137238,60,41,3,1,Married,6,183.5908763,0,8829.543815
145997,31,13,3,0,Married,11,183.5154636,0,8635.77318
173567,18,0,3,0,Married,12,183.4939003,0,8896.695015
125996,33,15,1,1,Married,15,183.4843533,0,8689.217665
146327,69,48,3,1,Single,10,183.3820513,0,8858.102565
117289,25,8,3,1,Married,12,183.3627786,0,8627.13893
108011,67,49,2,1,Married,8,183.2906958,0,8777.53479
109726,63,46,3,1,Single,11,183.2439798,0,8835.19899
115581,18,0,1,1,Married,13,183.2307779,0,8845.538895
103938,18,0,4,0,Married,11,183.2227266,0,8749.13633
141646,68,48,3,1,Single,6,183.1017348,0,8893.08674
135312,70,49,3,0,Single,14,183.0651561,0,8628.257805
187253,21,2,1,1,Married,13,183.0600479,0,8938.002395
102110,62,44,4,0,Single,15,183.0472726,0,8830.36363
178046,67,50,2,0,Single,12,183.0391836,0,8796.95918
161733,58,39,2,0,Single,13,182.9690787,0,8927.453935
124116,65,45,4,0,Single,11,182.8816086,0,8565.08043
148672,61,44,2,0,Single,9,182.8579739,0,8808.898695
136641,20,3,3,1,Married,11,182.8532659,0,8905.663295
180762,27,6,4,0,Married,11,182.8311436,0,8779.55718
190391,53,35,2,0,Single,12,182.8276235,0,8780.381175
103030,24,6,1,1,Married,12,182.8039805,0,8902.199025
182981,68,50,4,0,Single,7,182.6635195,0,8666.175975
107621,59,42,3,1,Married,15,182.6407921,0,8763.039605
187738,42,21,1,0,Married,11,182.4160381,0,8887.801905
196691,64,44,3,1,Married,13,182.3851447,0,8818.257235
125475,53,32,4,1,Married,11,182.3320966,0,8566.60483
147211,48,28,4,1,Married,13,182.3174409,0,8709.872045
164014,38,20,2,1,Married,14,182.2446094,0,8593.23047
115043,67,50,4,0,Married,0,182.2331212,0,8704.65606
185977,69,51,3,1,Single,3,182.1959742,0,8665.79871
134228,66,47,2,0,Married,14,182.1895769,0,8726.478845
123108,37,19,4,0,Married,11,182.180109,0,8593.00545
196097,64,43,2,0,Single,15,182.1604591,0,8509.022955
148352,33,16,2,1,Single,12,182.0703443,0,8671.517215
159633,60,40,3,0,Married,3,182.021842,0,8842.0921
183366,52,33,1,1,Married,11,181.8773342,0,8507.86671
193481,68,49,3,0,Single,7,181.7617628,0,8806.08814
190939,18,1,1,1,Married,14,181.7398301,0,8650.991505
180588,69,49,2,1,Single,0,181.6719283,0,8759.596415
142328,23,4,4,0,Married,11,181.6667072,0,8819.33536
172038,35,14,4,1,Married,14,181.6477538,0,8566.38769
127183,67,48,3,1,Married,2,181.6005884,0,8493.02942
119752,68,47,3,1,Single,10,181.5693741,0,8720.468705
173587,23,4,3,0,Married,12,181.556529,0,8524.82645
100073,51,30,4,0,Married,12,181.5434522,0,8575.17261
104695,57,38,4,0,Single,12,181.4862783,0,8633.313915
113798,63,45,2,0,Married,0,181.4507002,0,8672.53501
181071,16,0,4,1,Single,14,181.4341208,0,8492.70604
108745,70,49,2,1,Married,15,181.4338152,0,8521.69076
155731,69,52,3,0,Single,15,181.3884095,0,8667.420475
106539,31,10,3,0,Married,13,181.3666447,0,8705.332235
198110,69,49,2,0,Married,15,181.2225401,0,8571.127005
168954,24,7,3,1,Married,13,181.1828705,0,8661.143525
170144,20,1,2,1,Married,11,181.1133935,0,8675.669675
142508,62,41,2,1,Married,9,181.0643817,0,8520.219085
119614,62,44,2,1,Single,10,180.8560733,0,8745.803665
104766,16,0,2,1,Married,11,180.7581336,0,8793.90668
165470,32,12,2,0,Married,14,180.7486757,0,8532.433785
135635,70,52,2,0,Married,11,180.7449177,0,8626.245885
101748,62,45,2,0,Married,9,180.6887643,0,8675.438215
101937,40,19,1,1,Single,13,180.5799829,0,8786.999145
107464,31,12,2,1,Married,14,180.4446841,0,8756.234205
173551,70,53,1,1,Married,11,180.3930764,0,8423.65382
183076,62,42,2,0,Single,15,180.3825103,0,8749.125515
177790,66,46,2,0,Married,10,180.3764038,0,8782.82019
150326,63,45,4,0,Married,10,180.3697143,0,8758.485715
155233,36,19,3,0,Single,11,180.3267926,0,8425.33963
112858,16,0,2,1,Married,11,180.3062395,0,8510.311975
169171,25,7,1,0,Married,14,180.2839243,0,8506.196215
152003,56,37,2,0,Married,13,180.2726827,0,8785.634135
193413,20,2,3,1,Single,14,180.211505,0,8680.57525
125542,24,7,4,1,Married,15,180.1656024,0,8499.28012
166908,39,19,4,1,Married,14,180.1626966,0,8501.13483
146463,30,10,3,0,Single,12,180.1317101,0,8737.585505
163356,63,45,2,1,Married,12,180.0690882,0,8444.45441
149654,21,4,1,1,Married,11,180.0366847,0,8685.834235
112045,30,12,2,0,Married,11,180.0011804,0,8541.05902
125497,70,52,3,1,Married,11,179.9030368,0,8551.15184
190275,61,44,3,0,Single,3,179.8658272,0,8500.29136
187857,70,49,1,0,Single,3,179.8226162,0,8690.13081
117338,68,47,4,1,Married,10,179.8111318,0,8788.55659
183039,61,41,2,1,Married,4,179.7751336,0,8694.75668
169793,18,0,2,1,Married,12,179.7314757,0,8429.573785
104256,64,43,3,0,Married,8,179.7186989,0,8532.934945
180044,25,7,4,1,Married,13,179.6525692,0,8527.62846
103401,29,9,3,1,Single,12,179.6450386,0,8442.25193
147462,67,48,2,0,Single,7,179.5737097,0,8460.685485
177175,45,28,3,0,Single,14,179.5417467,0,8565.087335
145644,53,36,2,0,Single,15,179.5108887,0,8557.544435
175460,41,22,4,1,Married,13,179.50327,0,8644.1635
178552,69,50,4,0,Single,14,179.4037183,0,8506.185915
191023,31,13,3,1,Married,15,179.3982397,0,8372.911985
112351,20,2,2,1,Single,13,179.3510569,0,8739.552845
163841,69,52,2,1,Married,4,179.2152555,0,8378.762775
114224,33,14,3,0,Married,12,179.1852303,0,8501.261515
131422,49,32,4,0,Married,12,179.1359401,0,8392.797005
106485,64,45,2,0,Single,7,179.1332926,0,8586.66463
170878,20,1,1,1,Married,12,179.1249378,0,8707.24689
148374,28,10,1,1,Married,15,179.0536986,0,8448.68493
198754,61,43,1,0,Married,1,178.9945855,0,8383.729275
194309,49,29,2,0,Married,12,178.9903899,0,8536.519495
144854,46,25,4,0,Single,14,178.9685786,0,8684.42893
133804,70,53,4,1,Married,11,178.943418,0,8531.1709
189068,69,52,3,0,Single,11,178.9169669,0,8632.848345
134521,69,48,2,0,Single,9,178.9047923,0,8673.239615
149404,40,22,2,0,Single,13,178.8576714,0,8342.88357
190427,46,25,4,1,Single,13,178.8078918,0,8575.39459
195142,62,41,2,1,Single,1,178.7833904,0,8459.16952
134240,63,46,3,1,Married,6,178.7704606,0,8485.52303
143550,61,43,2,0,Single,0,178.7270613,0,8662.353065
104617,67,50,4,1,Married,8,178.7059053,0,8562.295265
175351,24,5,3,1,Married,13,178.7058171,0,8457.290855
103876,61,42,3,0,Married,12,178.6744353,0,8482.721765
195418,19,1,2,0,Married,11,178.5321406,0,8390.60703
109548,41,23,2,0,Married,11,178.4860222,0,8539.30111
120642,68,47,4,1,Single,9,178.4785918,0,8551.92959
176774,69,48,3,1,Married,7,178.4709609,0,8552.548045
181720,32,12,1,0,Married,15,178.4623223,0,8334.116115
178471,62,44,2,0,Single,8,178.3216863,0,8520.084315
176918,20,1,3,0,Married,11,178.2315351,0,8336.576755
117770,20,2,1,1,Married,12,178.225309,0,8420.26545
145636,18,1,2,1,Married,14,178.1916351,0,8520.581755
145616,27,10,1,0,Single,15,178.1544544,0,8535.72272
136575,61,41,3,1,Married,3,178.1435445,0,8674.177225
145560,60,41,1,1,Single,4,178.1144493,0,8435.722465
115335,26,6,2,1,Married,15,178.0410823,0,8305.054115
108401,65,48,3,0,Single,8,178.0224268,0,8504.12134
129821,46,26,1,1,Single,13,178.0214425,0,8426.072125
187138,22,5,3,0,Married,14,177.998881,0,8468.94405
100467,68,51,2,1,Single,8,177.9324401,0,8496.622005
157713,49,28,3,0,Single,13,177.9025636,0,8438.12818
196112,47,26,4,1,Single,12,177.900394,0,8665.0197
151780,61,41,2,1,Single,6,177.7606627,0,8370.033135
163114,63,42,3,0,Married,13,177.7387364,0,8436.93682
118544,35,16,3,1,Married,11,177.7262584,0,8685.31292
109757,22,3,4,1,Married,15,177.6937993,0,8516.689965
195169,64,47,3,1,Married,12,177.6837241,0,8641.186205
158741,63,46,4,1,Single,6,177.6663666,0,8554.31833
119361,16,0,3,1,Married,11,177.5911607,0,8319.558035
116963,29,8,2,0,Married,13,177.4783708,0,8470.91854
162599,19,1,4,1,Married,14,177.4671892,0,8593.35946
171030,65,44,1,1,Married,0,177.3780284,0,8393.90142
119248,22,3,1,1,Married,15,177.3409102,0,8607.04551
133882,18,0,2,1,Married,14,177.2984363,0,8584.921815
167117,62,44,2,1,Single,8,177.0450044,0,8594.25022
192380,23,6,4,1,Married,15,176.9938099,0,8567.690495
152244,42,24,2,1,Single,13,176.9334845,0,8483.674225
168465,25,8,1,1,Married,12,176.8627735,0,8616.138675
127482,61,41,2,0,Single,11,176.6996786,0,8320.98393
149164,64,44,2,1,Married,9,176.5731112,0,8297.65556
160307,25,8,3,1,Married,15,176.5082561,0,8385.412805
126247,64,46,3,0,Married,6,176.4612428,0,8276.06214
139239,18,1,3,1,Married,12,176.4416255,0,8274.081275
150652,18,1,3,1,Married,14,176.3763535,0,8523.817675
158840,67,48,2,0,Married,10,176.3653434,0,8326.26717
178339,62,45,3,0,Married,8,176.3626753,0,8509.133765
183801,61,44,2,0,Single,15,176.3209485,0,8458.047425
195208,69,48,4,1,Married,15,176.2240353,0,8416.201765
194702,57,36,2,1,Married,15,176.084205,0,8458.21025
132193,46,25,3,0,Single,11,176.0687113,0,8235.435565
178927,62,43,2,0,Single,12,176.0482467,0,8484.412335
131605,16,0,3,0,Married,11,176.0440184,0,8592.20092
159056,67,50,3,1,Married,2,175.9963419,0,8412.817095
122932,64,43,2,1,Married,6,175.9839897,0,8299.199485
178247,61,43,2,0,Single,14,175.983661,0,8210.18305
128269,54,36,2,0,Married,15,175.9420376,0,8309.10188
191825,66,49,2,0,Married,13,175.8884718,0,8390.42359
108833,29,12,4,1,Married,11,175.8800322,0,8233.00161
188945,59,38,1,0,Single,15,175.7300736,0,8191.50368
133092,70,51,1,1,Married,7,175.6159266,0,8477.79633
114444,47,28,1,1,Married,14,175.4767629,0,8335.838145
115960,69,49,2,1,Single,3,175.4666117,0,8372.330585
157800,19,0,3,0,Married,14,175.4484132,0,8196.42066
158932,31,13,2,1,Single,15,175.4208202,0,8214.04101
159462,61,40,4,1,Married,11,175.3317811,0,8402.589055
144857,61,44,3,0,Married,7,175.2508525,0,8279.542625
195412,53,34,1,1,Married,12,175.2074655,0,8452.373275
133704,21,4,3,0,Married,12,175.1169078,0,8540.84539
198506,64,47,3,1,Married,12,175.0617314,0,8334.08657
184448,43,26,3,1,Married,12,175.0369842,0,8527.84921
139509,65,47,4,0,Married,1,175.020681,0,8223.03405
171625,67,49,2,1,Married,14,174.9818267,0,8498.091335
182942,19,2,2,1,Married,13,174.9719929,0,8418.599645
183300,65,48,1,1,Married,13,174.8904686,0,8365.52343
155153,28,8,3,1,Married,13,174.7393553,0,8300.967765
136995,65,45,2,1,Married,12,174.7134006,0,8434.67003
176415,68,49,2,1,Married,2,174.6473393,0,8312.366965
181893,59,42,2,1,Single,13,174.6297877,0,8436.489385
192011,28,9,3,0,Married,13,174.6051107,0,8466.255535
119306,66,49,2,0,Single,15,174.5920961,0,8276.604805
196428,66,45,3,1,Married,15,174.5840572,0,8141.20286
103121,70,49,2,0,Single,7,174.5438715,0,8162.193575
170695,63,43,1,0,Married,9,174.5264045,0,8251.320225
161149,70,50,3,0,Single,13,174.5025078,0,8398.12539
151160,68,49,2,1,Married,12,174.5014413,0,8458.072065
167264,66,45,3,0,Single,8,174.4246564,0,8206.23282
170723,49,31,3,1,Single,11,174.3786518,0,8238.93259
140959,68,51,4,1,Married,7,174.324187,0,8474.20935
176831,56,35,1,0,Single,15,174.2884032,0,8376.42016
195559,18,0,2,1,Married,13,173.9147251,0,8144.736255
177077,20,2,4,1,Married,13,173.9120919,0,8225.604595
150766,57,38,2,1,Single,11,173.9017406,0,8143.08703
115225,60,41,3,0,Single,10,173.8695025,0,8309.475125
127578,50,32,2,0,Married,14,173.8582284,0,8200.91142
115905,66,49,2,0,Single,8,173.812546,0,8461.6273
162697,24,6,2,1,Married,13,173.7551777,0,8341.758885
109702,68,51,3,1,Married,10,173.74814,0,8295.407
194539,64,44,2,1,Single,10,173.7304605,0,8229.523025
147120,64,44,4,0,Married,9,173.7223101,0,8147.115505
120277,16,0,3,0,Married,12,173.687322,0,8140.3661
163503,37,20,1,1,Married,13,173.5817214,0,8316.08607
108367,54,33,3,0,Single,14,173.5506182,0,8146.53091
156399,52,33,3,0,Single,15,173.524937,0,8473.24685
136589,62,44,2,1,Single,11,173.4938588,0,8449.69294
149600,61,44,4,0,Single,11,173.467736,0,8134.3868
106922,61,40,3,1,Married,11,173.464338,0,8375.2169
109139,65,44,2,1,Married,7,173.4234717,0,8361.173585
159368,61,40,1,0,Single,9,173.3577025,0,8352.885125
153842,65,44,3,1,Married,9,173.3381687,0,8394.908435
142612,67,46,1,0,Single,2,173.2162688,0,8356.81344
180435,17,0,4,1,Married,13,173.1951407,0,8231.757035
159782,23,4,2,1,Married,15,172.9344638,0,8211.72319
119625,70,53,3,1,Married,5,172.8805566,0,8061.02783
110636,69,50,1,0,Single,6,172.8367227,0,8170.836135
142590,68,50,3,1,Married,3,172.8255983,0,8426.279915
153316,60,42,3,1,Married,12,172.6227493,0,8340.137465
145550,70,52,3,1,Married,7,172.5748663,0,8144.743315
109455,60,39,3,1,Married,5,172.5732732,0,8245.66366
177062,64,45,1,0,Single,11,172.5265908,0,8405.32954
126901,29,9,1,0,Married,15,172.5128998,0,8059.64499
166825,36,16,3,1,Married,11,172.393355,0,8067.66775
156845,63,45,2,0,Single,13,172.3885303,0,8336.426515
190311,69,49,2,1,Single,6,172.3857854,0,8175.28927
127474,61,40,2,1,Married,1,172.3572205,0,8151.861025
182152,52,32,3,1,Married,15,172.3553627,0,8202.768135
163746,43,23,3,0,Married,12,172.3442437,0,8143.212185
165297,57,40,2,0,Single,14,172.2985294,0,8405.92647
152304,68,48,2,0,Married,10,172.1532142,0,8288.66071
173842,66,45,2,1,Married,5,172.1497979,0,8157.489895
151805,62,44,4,1,Married,10,172.0243517,0,8017.217585
187115,60,39,3,0,Married,12,172.0000079,0,8178.000395
117475,67,49,2,0,Single,11,171.9947345,0,8246.736725
181640,65,44,1,1,Married,0,171.9613068,0,8076.06534
161595,66,48,1,0,Married,12,171.9308623,0,8260.543115
174987,63,46,3,0,Single,12,171.8706404,0,8245.53202
196176,64,47,3,0,Married,13,171.7661605,0,8215.308025
122746,45,26,1,1,Married,13,171.7162674,0,8237.81337
161014,58,41,4,0,Married,15,171.6787836,0,8246.93918
172179,40,20,2,1,Married,14,171.6549449,0,8229.747245
172018,70,51,3,0,Married,1,171.6544023,0,7992.720115
198435,69,52,4,1,Single,5,171.6213587,0,8291.067935
193055,52,35,2,0,Single,12,171.6202607,0,7998.013035
107832,67,48,3,1,Married,6,171.4715648,0,8090.57824
161519,16,0,1,1,Single,12,171.3772645,0,8183.863225
161439,67,50,2,1,Married,4,171.2743369,0,8279.716845
182077,26,6,2,0,Single,12,171.2690932,0,8259.45466
110665,55,37,3,0,Married,15,171.2677656,0,7996.38828
174525,69,52,4,1,Married,1,171.1947519,0,8123.737595
155733,69,49,2,1,Married,5,171.1449136,0,8236.24568
109762,25,6,1,1,Married,15,171.1116362,0,8241.58181
112065,24,6,2,1,Married,14,171.0885338,0,8279.42669
190382,65,45,1,0,Single,6,171.0101059,0,8064.505295
162461,66,45,3,1,Single,15,170.9627664,0,8277.13832
111249,22,4,1,1,Single,13,170.9577581,0,8188.887905
152550,67,50,1,0,Married,11,170.9532587,0,7953.662935
152612,66,47,3,1,Married,2,170.914122,0,8002.7061
117470,70,49,2,1,Married,4,170.8973382,0,8314.86691
115060,29,12,4,0,Single,14,170.865496,0,8139.2748
111541,21,3,1,0,Married,13,170.8080013,0,8193.400065
184656,63,46,3,1,Married,15,170.6766187,0,8213.830935
101550,63,46,2,0,Single,11,170.6091203,0,8033.456015
187619,63,45,2,1,Single,6,170.6039685,0,8180.198425
139096,21,4,2,1,Married,12,170.4990327,0,8320.951635
174333,69,49,2,0,Married,14,170.4699518,0,8004.49759
198245,59,42,4,0,Married,15,170.3543122,0,7992.71561
192464,66,47,3,0,Married,10,170.2748571,0,8107.742855
147601,67,47,3,1,Single,14,170.1828617,0,7918.143085
183887,64,46,2,0,Married,5,170.0679613,0,8276.398065
153809,66,48,2,0,Married,7,170.0476499,0,8083.382495
162229,69,52,4,1,Single,6,170.0445035,0,8001.225175
139409,34,16,3,0,Single,14,170.003943,0,7965.19715
115945,40,19,2,1,Married,11,169.938668,0,7909.9334
170018,41,22,2,1,Single,14,169.9292973,0,8196.464865
194420,44,27,2,1,Married,13,169.9274906,0,8011.37453
111978,68,47,4,1,Married,2,169.9171958,0,8082.85979
196800,16,0,1,0,Married,15,169.8362524,0,8270.81262
127009,60,39,2,1,Single,1,169.8270482,0,8111.35241
103922,41,21,1,0,Single,15,169.8042272,0,7914.21136
111270,16,0,2,1,Married,12,169.6975258,0,8141.87629
153115,56,37,4,1,Married,15,169.6628918,0,8025.14459
142200,67,47,3,0,Married,2,169.6031021,0,8221.155105
163998,39,19,3,1,Married,11,169.5110743,0,8077.553715
153977,21,2,2,1,Married,13,169.5087022,0,8113.43511
196401,69,49,1,0,Married,0,169.4418198,0,7913.09099
104183,33,16,1,0,Single,13,169.3764585,0,8005.822925
127716,21,2,2,0,Married,14,169.3389215,0,7910.946075
147554,18,0,2,1,Married,12,169.3143782,0,8159.71891
125272,17,0,1,1,Married,14,169.3142533,0,8243.712665
105150,61,42,3,1,Married,8,169.295741,0,8255.78705
127574,22,3,4,0,Married,14,169.2278782,0,8180.39391
189808,62,44,1,0,Single,15,169.0810077,0,7948.050385
117158,66,46,1,0,Single,13,169.0761351,0,8156.806755
178218,39,21,3,1,Married,15,168.9975863,0,8196.879315
102871,61,42,4,1,Married,7,168.9545003,0,8219.725015
106838,67,49,1,1,Married,15,168.9340361,0,8067.701805
144417,62,45,3,1,Single,15,168.9206484,0,8111.03242
171632,70,51,2,0,Single,7,168.8770652,0,8124.85326
134101,25,8,3,1,Married,12,168.8458668,0,8097.29334
148338,43,25,4,1,Single,14,168.7608246,0,7998.04123
194966,50,30,3,0,Single,11,168.7528974,0,8184.64487
188771,64,46,2,0,Married,3,168.7403015,0,7899.015075
116743,43,24,3,0,Married,14,168.7395333,0,7844.976665
173600,70,50,2,1,Single,12,168.6027365,0,8041.136825
104383,24,5,3,1,Married,14,168.5848448,0,8095.24224
146163,23,4,3,1,Married,11,168.507276,0,7956.3638
117941,45,27,2,0,Single,14,168.4427657,0,8073.138285
110113,45,26,4,1,Single,13,168.3363531,0,8159.817655
142812,23,5,2,1,Married,11,168.1472026,0,8193.36013
188043,68,47,2,1,Married,0,168.1164938,0,7821.82469
156509,64,46,2,0,Married,12,168.0988202,0,7836.94101
173994,22,5,2,1,Married,13,168.0063452,0,8164.31726
157712,17,0,1,0,Married,11,167.9065824,0,8143.32912
192742,35,17,1,0,Married,12,167.8386883,0,8058.934415
155813,65,45,2,1,Married,7,167.7461765,0,7885.308825
178345,63,42,2,0,Married,6,167.7456981,0,8173.284905
102581,50,32,3,0,Single,14,167.7291226,0,7788.45613
121909,66,47,2,1,Married,6,167.7100834,0,7852.50417
149172,65,46,3,1,Single,14,167.6625428,0,7817.12714
181062,17,0,4,1,Married,11,167.6206261,0,7815.031305
173200,35,18,2,0,Single,15,167.6070249,0,8104.351245
107066,49,30,3,1,Single,13,167.5979735,0,7929.898675
104652,55,38,2,1,Single,14,167.5431667,0,8048.158335
127828,62,45,1,1,Married,4,167.5425068,0,8016.12534
153469,61,40,2,1,Married,11,167.4991317,0,7918.956585
186321,36,18,2,0,Married,12,167.4946277,0,7949.731385
163062,48,29,2,0,Married,12,167.3977343,0,7775.886715
174210,62,44,4,1,Single,1,167.3491294,0,7960.45647
148886,67,47,1,1,Married,12,167.3008064,0,8070.04032
147243,63,43,3,0,Married,5,167.2330632,0,7906.65316
108673,62,45,1,0,Married,9,167.2173799,0,7995.868995
102493,65,48,1,1,Married,1,167.1251828,0,8016.25914
122529,65,44,3,1,Married,9,167.106551,0,8024.32755
106595,68,50,2,1,Married,10,167.0878234,0,7963.39117
105601,67,50,1,0,Single,10,167.0764612,0,7874.82306
115497,69,48,4,0,Married,11,167.0242795,0,8075.213975
152397,39,18,2,1,Single,13,166.9814039,0,7786.070195
189812,64,43,3,1,Married,6,166.9618452,0,8095.09226
118599,61,40,2,1,Married,11,166.9536987,0,7895.684935
195891,23,6,2,1,Single,12,166.9503447,0,7885.517235
132734,42,25,3,0,Single,15,166.9423064,0,8046.11532
100281,20,3,1,0,Married,11,166.9365543,0,7930.827715
168274,37,18,1,0,Single,12,166.9310997,0,7837.554985
134189,24,7,1,1,Married,12,166.8433273,0,7927.166365
110684,26,9,3,1,Single,12,166.793992,0,7950.6996
182034,19,2,3,1,Married,11,166.7179783,0,7834.898915
163002,41,21,2,0,Single,11,166.691093,0,7758.55465
187328,53,35,1,1,Single,13,166.6465849,0,7754.329245
174204,67,46,4,1,Single,3,166.635409,0,8120.77045
112397,63,45,3,1,Married,8,166.6288805,0,8069.444025
134274,29,8,2,1,Married,14,166.6050216,0,7947.25108
194673,70,49,4,0,Single,12,166.5562894,0,7815.81447
151108,20,2,1,1,Married,11,166.5373225,0,7985.866125
133003,62,44,4,0,Single,13,166.501947,0,7770.09735
184684,45,25,3,1,Married,12,166.4743347,0,7934.716735
112823,31,11,4,0,Married,12,166.4256636,0,8053.28318
172056,33,16,3,1,Married,15,166.4127054,0,7983.63527
171373,67,50,1,0,Married,10,166.3963464,0,7803.81732
193445,47,27,3,0,Married,14,166.3781897,0,8016.909485
168060,25,6,2,1,Married,13,166.2965953,0,7725.829765
122621,68,50,2,1,Married,12,166.2718467,0,7722.592335
109898,16,0,3,1,Married,11,166.2082968,0,7973.41484
170345,41,22,4,1,Single,12,166.1953416,0,7847.76708
136140,16,0,3,1,Married,11,166.1846197,0,7886.230985
142345,22,3,2,1,Married,15,166.1769046,0,8028.84523
193822,53,33,3,1,Married,14,166.1118462,0,7940.59231
175839,55,36,3,0,Single,11,166.1093996,0,7818.46998
171410,17,0,2,1,Married,13,166.057532,0,7938.8766
104692,42,24,4,1,Married,12,165.9889146,0,7934.44573
124781,60,39,1,1,Single,10,165.9840948,0,7940.20474
175670,51,33,2,1,Single,14,165.9665931,0,7723.329655
