Cust_Id,NPS_Score,NPS_Category,Timely_delivery,No_of_calls_in_an_Order,Loyalty_Years,C_Marital_Status,Tier_City,Mode_of_Payment,No_of_Items_in_Order,Gender,Order_Mode,Score_on_Food_Quality,Score_on_Order_Logistics,Menu_Presentation_Score,Score_on_Recommendations,Score_on_Delivery_Person_Friendliness
885,7,Passives,N,4,6,Married,Tier3,Card,3,M,call,8,1,3,10,3
886,1,Detractor,N,4,6,Not Married,Tier1,e-Wallet,3,F,call,10,4,2,3,2
887,7,Passives,Y,4,2,Married,Tier2,Cash,3,M,m-comm,9,1,4,1,3
888,8,Passives,N,4,8,Not Married,Tier3,Ziggy Credit,5,F,call,8,4,8,5,9
889,6,Detractor,N,4,6,Married,Tier1,Card,1,M,call,1,6,1,5,4
890,3,Detractor,N,4,2,Not Married,Tier2,e-Wallet,2,F,call,6,10,4,8,4
891,9,Promoter,N,4,5,Married,Tier3,Cash,1,M,call,5,8,1,4,1
892,6,Detractor,N,4,4,Not Married,Tier1,Ziggy Credit,6,F,call,6,3,9,7,4
893,3,Detractor,N,4,7,Married,Tier2,Card,1,M,call,10,8,4,5,4
894,7,Passives,N,4,1,Not Married,Tier3,e-Wallet,2,F,call,5,3,1,2,2
895,8,Passives,Y,4,10,Married,Tier1,Cash,7,M,e-comm,8,6,10,10,9
896,1,Detractor,N,4,9,Not Married,Tier2,Ziggy Credit,4,F,call,2,10,9,1,6
897,8,Passives,Y,4,6,Married,Tier3,Card,1,M,call,8,1,8,4,1
898,8,Passives,N,4,5,Not Married,Tier1,e-Wallet,7,F,e-comm,10,4,2,3,5
899,0,Detractor,N,4,1,Married,Tier2,Cash,1,M,call,4,7,9,7,6
900,7,Passives,N,4,6,Not Married,Tier3,Ziggy Credit,2,F,call,4,7,8,2,6
901,7,Passives,Y,4,6,Married,Tier1,Card,1,M,e-comm,7,9,5,4,1
902,3,Detractor,N,4,9,Not Married,Tier2,e-Wallet,2,F,call,1,4,2,1,6
903,9,Promoter,N,4,7,Married,Tier3,Cash,4,M,call,4,1,1,4,2
904,4,Detractor,N,4,6,Not Married,Tier1,Ziggy Credit,7,F,call,9,10,2,7,6
905,0,Detractor,N,4,3,Married,Tier2,Card,4,M,call,10,1,6,7,6
906,7,Passives,N,4,8,Not Married,Tier3,e-Wallet,2,F,call,8,7,3,3,9
907,8,Passives,Y,4,6,Married,Tier1,Cash,4,M,e-comm,7,6,3,1,6
908,0,Detractor,N,4,3,Not Married,Tier2,Ziggy Credit,3,F,call,1,10,7,1,1
909,7,Passives,N,4,8,Married,Tier3,Card,5,M,call,8,5,2,8,3
910,7,Passives,N,4,1,Not Married,Tier1,e-Wallet,6,F,e-comm,2,10,2,5,8
911,3,Detractor,N,4,10,Married,Tier2,Cash,1,M,call,1,10,8,6,6
912,7,Passives,N,4,4,Not Married,Tier3,Ziggy Credit,7,F,call,7,7,8,10,5
913,6,Detractor,N,4,7,Married,Tier1,Card,3,M,call,6,9,1,1,4
914,5,Detractor,N,4,10,Not Married,Tier2,e-Wallet,5,F,call,3,10,8,4,2
915,9,Promoter,Y,4,9,Married,Tier3,Cash,2,M,call,4,4,1,2,7
916,3,Detractor,N,4,9,Not Married,Tier1,Ziggy Credit,5,F,call,5,7,2,4,3
917,5,Detractor,N,4,4,Married,Tier2,Card,5,M,call,6,8,5,7,3
918,7,Passives,N,4,9,Not Married,Tier3,e-Wallet,1,F,call,6,6,5,7,4
919,10,Promoter,Y,4,3,Married,Tier1,Cash,6,M,m-comm,9,8,1,7,9
920,7,Passives,N,4,7,Not Married,Tier2,Ziggy Credit,5,F,m-comm,7,5,10,9,1
921,7,Passives,N,4,6,Married,Tier3,Card,2,M,call,5,9,2,4,10
922,6,Detractor,N,4,8,Not Married,Tier1,e-Wallet,5,F,call,8,8,1,9,2
923,6,Detractor,N,4,7,Married,Tier2,Cash,4,M,call,3,7,6,4,6
924,7,Passives,N,4,7,Not Married,Tier3,Ziggy Credit,7,F,call,7,3,10,1,3
925,2,Detractor,N,4,1,Married,Tier1,Card,2,M,call,9,3,3,4,2
926,1,Detractor,N,4,3,Not Married,Tier2,e-Wallet,3,F,call,3,8,1,3,1
927,9,Promoter,N,4,9,Married,Tier3,Cash,7,M,call,8,8,5,10,3
928,1,Detractor,N,4,2,Not Married,Tier1,Ziggy Credit,2,F,call,5,4,4,4,5
929,10,Promoter,Y,4,7,Married,Tier1,Card,5,M,m-comm,10,4,5,5,10
930,7,Passives,N,4,2,Not Married,Tier3,e-Wallet,7,F,call,6,7,6,5,10
931,7,Passives,Y,4,10,Married,Tier1,Cash,2,M,e-comm,10,1,6,10,7
932,9,Promoter,N,4,5,Married,Tier1,Ziggy Credit,9,F,m-comm,2,5,4,8,7
933,7,Passives,N,4,7,Married,Tier3,Card,4,M,call,7,6,7,4,9
934,1,Detractor,N,4,5,Not Married,Tier1,e-Wallet,5,F,call,9,4,9,1,1
935,6,Detractor,N,4,5,Married,Tier2,Cash,4,M,call,1,2,9,7,3
936,7,Passives,N,4,2,Not Married,Tier3,Ziggy Credit,6,F,call,4,2,6,1,7
937,7,Passives,Y,4,5,Married,Tier1,Card,4,M,e-comm,2,9,1,7,2
938,5,Detractor,N,4,9,Not Married,Tier2,e-Wallet,7,F,call,8,10,7,1,1
939,9,Promoter,N,4,9,Married,Tier3,Cash,1,M,call,6,4,5,8,8
940,9,Promoter,N,4,7,Married,Tier1,Ziggy Credit,6,F,m-comm,4,4,10,8,10
941,2,Detractor,N,4,7,Married,Tier2,Card,7,M,call,9,8,10,1,5
942,9,Promoter,N,4,5,Married,Tier1,e-Wallet,5,F,m-comm,10,10,5,3,9
943,5,Detractor,N,4,4,Married,Tier1,Cash,5,M,call,9,5,5,7,4
944,2,Detractor,N,4,2,Not Married,Tier2,Ziggy Credit,6,F,call,1,7,9,7,3
945,8,Passives,Y,4,9,Married,Tier3,Card,7,M,call,5,8,8,8,10
946,7,Passives,N,4,3,Not Married,Tier1,e-Wallet,2,F,e-comm,8,2,8,1,4
947,7,Passives,Y,4,7,Married,Tier2,Cash,5,M,m-comm,2,8,10,2,4
948,7,Passives,N,4,3,Not Married,Tier3,Ziggy Credit,7,F,call,5,4,9,2,10
949,6,Detractor,N,4,8,Married,Tier1,Card,6,M,call,3,10,6,7,3
950,2,Detractor,N,4,6,Not Married,Tier2,e-Wallet,2,F,call,1,6,9,8,3
951,9,Promoter,Y,4,9,Married,Tier1,Cash,10,M,m-comm,5,9,3,8,9
952,0,Detractor,N,4,7,Not Married,Tier1,Ziggy Credit,4,F,call,2,9,8,5,6
953,4,Detractor,N,4,9,Married,Tier2,Card,2,M,call,5,10,8,2,3
954,7,Passives,N,4,9,Not Married,Tier3,e-Wallet,2,F,call,4,2,8,10,8
955,9,Promoter,Y,4,1,Married,Tier1,Cash,5,M,m-comm,8,1,3,5,8
956,2,Detractor,N,4,10,Not Married,Tier2,Ziggy Credit,7,F,call,4,5,4,9,2
957,10,Promoter,Y,4,9,Married,Tier1,Card,9,M,m-comm,5,9,3,6,8
958,8,Passives,N,4,6,Not Married,Tier1,e-Wallet,5,F,e-comm,8,4,9,9,8
959,10,Promoter,Y,4,1,Married,Tier1,Cash,8,M,m-comm,7,1,7,10,8
960,9,Promoter,N,4,7,Married,Tier1,Ziggy Credit,8,F,m-comm,10,4,5,3,7
961,8,Passives,Y,4,7,Married,Tier1,Card,6,M,e-comm,2,2,3,3,8
962,10,Promoter,N,4,6,Married,Tier1,e-Wallet,7,F,m-comm,3,9,5,6,8
963,9,Promoter,N,4,5,Married,Tier3,Cash,3,M,call,5,1,2,7,6
964,6,Detractor,N,4,8,Not Married,Tier1,Ziggy Credit,1,F,call,1,3,7,5,6
965,3,Detractor,N,4,3,Married,Tier2,Card,2,M,call,9,6,5,6,1
966,7,Passives,N,4,9,Not Married,Tier3,e-Wallet,1,F,call,7,4,9,10,2
967,3,Detractor,N,4,7,Married,Tier1,Cash,1,M,call,5,8,3,6,6
968,6,Detractor,N,4,7,Not Married,Tier2,Ziggy Credit,5,F,call,4,10,10,2,4
969,7,Passives,N,4,8,Married,Tier3,Card,2,M,call,8,6,3,10,8
970,6,Detractor,N,4,8,Not Married,Tier1,e-Wallet,2,F,call,9,3,10,7,2
971,2,Detractor,N,4,7,Married,Tier2,Cash,3,M,call,7,9,1,7,6
972,9,Promoter,N,4,5,Married,Tier1,Ziggy Credit,8,F,m-comm,8,10,6,1,7
973,9,Promoter,Y,4,1,Married,Tier1,Card,8,M,m-comm,1,2,3,6,9
974,5,Detractor,N,4,3,Not Married,Tier2,e-Wallet,7,F,call,2,9,9,8,5
975,9,Promoter,N,4,2,Married,Tier3,Cash,3,M,call,8,6,6,7,4
976,5,Detractor,N,4,7,Not Married,Tier1,Ziggy Credit,5,F,call,1,1,2,5,5
977,5,Detractor,N,4,9,Married,Tier2,Card,7,M,call,2,2,3,5,4
978,7,Passives,N,4,6,Not Married,Tier3,e-Wallet,2,F,call,8,1,9,3,3
979,10,Promoter,Y,4,6,Married,Tier1,Cash,10,M,m-comm,2,10,5,8,8
980,0,Detractor,N,4,1,Not Married,Tier2,Ziggy Credit,7,F,call,4,2,9,4,2
981,7,Passives,N,4,7,Married,Tier3,Card,7,M,call,6,6,7,1,7
982,5,Detractor,N,4,5,Not Married,Tier1,e-Wallet,7,F,call,7,9,9,9,5
983,4,Detractor,N,4,2,Married,Tier2,Cash,7,M,call,5,2,8,8,6
984,9,Promoter,N,4,7,Married,Tier1,Ziggy Credit,5,F,m-comm,7,8,9,10,9
985,10,Promoter,Y,4,2,Married,Tier1,Card,10,M,m-comm,2,9,5,3,8
986,10,Promoter,N,4,5,Married,Tier1,e-Wallet,6,F,m-comm,8,7,9,7,10
987,9,Promoter,N,4,10,Married,Tier3,Cash,1,M,call,8,6,1,9,1
988,7,Passives,N,4,5,Not Married,Tier1,Ziggy Credit,6,F,e-comm,2,7,2,7,9
989,5,Detractor,N,4,2,Married,Tier2,Card,3,M,call,7,5,10,9,6
990,7,Passives,N,4,5,Not Married,Tier3,e-Wallet,2,F,call,6,4,1,7,9
991,0,Detractor,N,4,6,Married,Tier1,Cash,4,M,call,2,2,8,9,1
992,8,Passives,N,4,3,Not Married,Tier2,Ziggy Credit,3,F,m-comm,1,4,4,6,6
993,7,Passives,Y,4,1,Married,Tier3,Card,4,M,call,7,10,1,7,4
994,10,Promoter,N,4,7,Married,Tier1,e-Wallet,10,F,m-comm,7,6,1,6,8
995,2,Detractor,N,4,10,Married,Tier2,Cash,4,M,call,6,1,7,10,5
996,7,Passives,N,4,1,Not Married,Tier3,Ziggy Credit,2,F,call,7,1,5,9,9
997,9,Promoter,Y,4,6,Married,Tier1,Card,6,M,m-comm,4,6,8,2,9
998,10,Promoter,N,4,5,Married,Tier1,e-Wallet,7,F,m-comm,6,3,6,9,7
999,9,Promoter,N,4,1,Married,Tier3,Cash,7,M,call,6,8,4,10,3
1000,9,Promoter,N,4,7,Married,Tier1,Ziggy Credit,5,F,m-comm,8,10,9,5,10
1001,1,Detractor,N,4,8,Married,Tier2,Card,7,M,call,3,8,3,2,6
1002,7,Passives,N,4,8,Not Married,Tier3,e-Wallet,3,F,call,7,9,1,10,4
1003,6,Detractor,N,4,8,Married,Tier1,Cash,2,M,call,8,3,1,6,4
1004,3,Detractor,N,4,10,Not Married,Tier2,Ziggy Credit,1,F,call,5,7,6,2,1
1005,7,Passives,N,4,1,Married,Tier3,Card,4,M,call,4,1,7,8,6
1006,3,Detractor,N,4,8,Not Married,Tier1,e-Wallet,5,F,call,1,5,2,9,2
1007,4,Detractor,N,4,9,Married,Tier2,Cash,5,M,call,10,9,10,9,4
1008,7,Passives,N,4,9,Not Married,Tier3,Ziggy Credit,1,F,call,8,1,9,10,6
1009,1,Detractor,N,4,8,Married,Tier1,Card,5,M,call,2,4,3,1,3
1010,5,Detractor,N,4,4,Not Married,Tier2,e-Wallet,6,F,call,1,9,7,7,3
1011,7,Passives,N,4,5,Married,Tier3,Cash,3,M,call,5,10,7,8,5
1012,10,Promoter,N,4,6,Married,Tier1,Ziggy Credit,5,F,m-comm,2,4,10,2,8
1013,3,Detractor,N,4,6,Married,Tier2,Card,3,M,call,8,9,8,1,6
1014,9,Promoter,N,4,5,Married,Tier1,e-Wallet,10,F,m-comm,1,2,9,6,8
1015,10,Promoter,Y,4,9,Married,Tier1,Cash,6,M,m-comm,9,9,9,8,7
1016,2,Detractor,N,4,3,Not Married,Tier2,Ziggy Credit,1,F,call,3,7,1,2,5
1017,7,Passives,N,4,9,Married,Tier3,Card,7,M,call,8,5,2,3,5
1018,7,Passives,N,4,7,Not Married,Tier1,e-Wallet,6,F,e-comm,10,2,3,2,8
1019,10,Promoter,Y,4,6,Married,Tier1,Cash,10,M,m-comm,3,5,4,10,8
1020,7,Passives,N,4,10,Not Married,Tier3,Ziggy Credit,7,F,call,6,2,7,5,5
1021,2,Detractor,N,4,6,Married,Tier1,Card,3,M,call,3,10,1,1,2
1022,4,Detractor,N,4,5,Not Married,Tier2,e-Wallet,5,F,call,8,5,2,10,6
1023,7,Passives,Y,4,7,Married,Tier3,Cash,7,M,call,7,7,5,8,6
1024,2,Detractor,N,4,10,Not Married,Tier1,Ziggy Credit,6,F,call,3,6,3,1,1
1025,1,Detractor,N,4,4,Married,Tier2,Card,3,M,call,7,6,2,2,2
1026,7,Passives,N,4,5,Not Married,Tier3,e-Wallet,4,F,call,8,1,3,8,6
1027,8,Passives,Y,4,9,Married,Tier1,Cash,5,M,e-comm,7,10,9,4,4
1028,5,Detractor,N,4,4,Not Married,Tier2,Ziggy Credit,3,F,call,10,2,7,10,6
1029,7,Passives,N,4,1,Married,Tier3,Card,7,M,call,7,8,5,7,10
1030,4,Detractor,N,4,5,Not Married,Tier1,e-Wallet,1,F,call,6,3,8,8,6
1031,1,Detractor,N,4,3,Married,Tier2,Cash,5,M,call,1,4,8,3,4
1032,7,Passives,N,4,9,Not Married,Tier3,Ziggy Credit,2,F,call,7,7,9,10,7
1033,5,Detractor,N,4,9,Married,Tier1,Card,1,M,call,5,2,9,10,4
1034,7,Passives,N,4,3,Not Married,Tier2,e-Wallet,6,F,m-comm,9,7,8,5,3
1035,7,Passives,Y,4,8,Married,Tier3,Cash,5,M,call,6,10,6,4,2
1036,1,Detractor,N,4,9,Not Married,Tier1,Ziggy Credit,4,F,call,5,9,6,10,3
1037,3,Detractor,N,4,2,Married,Tier2,Card,4,M,call,1,1,5,6,2
1038,9,Promoter,N,4,6,Married,Tier1,e-Wallet,8,F,m-comm,7,5,5,4,10
1039,2,Detractor,N,4,8,Married,Tier1,Cash,6,M,call,8,4,2,6,1
1040,4,Detractor,N,4,2,Not Married,Tier2,Ziggy Credit,5,F,call,7,9,1,4,4
1041,8,Passives,Y,4,8,Married,Tier3,Card,3,M,call,4,8,8,4,9
1042,6,Detractor,N,4,4,Not Married,Tier1,e-Wallet,4,F,call,5,8,7,8,2
1043,0,Detractor,N,4,5,Married,Tier2,Cash,1,M,call,6,10,10,5,2
1044,10,Promoter,N,4,7,Married,Tier1,Ziggy Credit,9,F,m-comm,7,7,1,5,9
1045,8,Passives,Y,4,2,Married,Tier1,Card,3,M,e-comm,9,4,1,2,4
1046,9,Promoter,N,4,5,Married,Tier1,e-Wallet,8,F,m-comm,3,8,6,2,10
1047,7,Passives,N,4,7,Married,Tier3,Cash,6,M,call,4,2,8,4,3
1048,3,Detractor,N,4,8,Not Married,Tier1,Ziggy Credit,7,F,call,3,9,6,7,3
1049,4,Detractor,N,4,3,Married,Tier2,Card,1,M,call,4,6,7,6,3
1050,7,Passives,N,4,7,Not Married,Tier3,e-Wallet,7,F,call,8,10,10,10,10
1051,4,Detractor,N,4,9,Married,Tier1,Cash,5,M,call,5,4,10,8,4
1052,1,Detractor,N,4,8,Not Married,Tier2,Ziggy Credit,5,F,call,3,7,1,10,6
1053,7,Passives,N,4,1,Married,Tier3,Card,6,M,call,5,5,10,2,6
1054,6,Detractor,N,4,7,Not Married,Tier1,e-Wallet,6,F,call,1,5,7,1,1
1055,1,Detractor,N,4,4,Married,Tier2,Cash,4,M,call,5,4,4,4,1
1056,7,Passives,N,4,5,Not Married,Tier3,Ziggy Credit,6,F,call,7,1,4,3,5
1057,8,Passives,Y,4,1,Married,Tier1,Card,3,M,e-comm,1,3,8,4,10
1058,9,Promoter,N,4,6,Married,Tier1,e-Wallet,5,F,m-comm,8,9,9,4,10
1059,7,Passives,N,4,9,Married,Tier3,Cash,5,M,call,7,7,3,10,7
1060,0,Detractor,N,4,2,Not Married,Tier1,Ziggy Credit,4,F,call,6,3,3,1,4
1061,6,Detractor,N,4,8,Married,Tier2,Card,2,M,call,1,10,6,8,3
1062,7,Passives,N,4,4,Not Married,Tier3,e-Wallet,4,F,call,4,9,5,4,7
1063,8,Passives,Y,4,10,Married,Tier1,Cash,1,M,e-comm,9,10,5,7,9
1064,3,Detractor,N,4,6,Not Married,Tier2,Ziggy Credit,4,F,call,8,8,6,8,2
1065,9,Promoter,Y,4,10,Married,Tier1,Card,7,M,m-comm,5,5,5,1,10
1066,4,Detractor,N,4,6,Not Married,Tier1,e-Wallet,1,F,call,3,7,5,5,4
1067,6,Detractor,N,4,8,Married,Tier2,Cash,1,M,call,6,6,3,4,6
1068,10,Promoter,N,4,6,Married,Tier1,Ziggy Credit,5,F,m-comm,9,5,7,4,9
1069,8,Passives,Y,4,8,Married,Tier1,Card,7,M,e-comm,2,9,7,1,10
1070,0,Detractor,N,4,10,Not Married,Tier2,e-Wallet,4,F,call,5,2,10,9,4
1071,10,Promoter,Y,4,3,Married,Tier1,Cash,7,M,m-comm,1,4,10,10,7
1072,5,Detractor,N,4,8,Not Married,Tier1,Ziggy Credit,5,F,call,9,3,3,10,5
1073,10,Promoter,Y,4,9,Married,Tier1,Card,7,M,m-comm,3,3,3,9,8
1074,7,Passives,N,4,3,Not Married,Tier3,e-Wallet,5,F,call,6,5,8,4,4
1075,6,Detractor,N,4,2,Married,Tier1,Cash,6,M,call,4,2,10,10,4
1076,4,Detractor,N,4,8,Not Married,Tier2,Ziggy Credit,1,F,call,1,9,2,3,2
1077,7,Passives,N,4,1,Married,Tier3,Card,5,M,call,5,9,1,8,8
1078,1,Detractor,N,4,10,Not Married,Tier1,e-Wallet,6,F,call,9,8,8,10,4
1079,3,Detractor,N,4,7,Married,Tier2,Cash,2,M,call,4,1,7,7,2
1080,10,Promoter,N,4,5,Married,Tier1,Ziggy Credit,6,F,m-comm,1,1,1,7,7
1081,6,Detractor,N,4,6,Married,Tier1,Card,6,M,call,6,4,5,7,6
1082,9,Promoter,N,4,5,Married,Tier1,e-Wallet,9,F,m-comm,7,10,6,5,10
1083,10,Promoter,Y,4,7,Married,Tier1,Cash,7,M,m-comm,9,7,3,9,8
1084,1,Detractor,N,4,6,Not Married,Tier1,Ziggy Credit,6,F,call,5,5,1,7,5
1085,0,Detractor,N,4,2,Married,Tier2,Card,5,M,call,7,2,1,10,6
1086,7,Passives,N,4,4,Not Married,Tier3,e-Wallet,2,F,call,7,9,10,6,8
1087,9,Promoter,Y,4,9,Married,Tier1,Cash,9,M,m-comm,9,9,4,3,8
1088,5,Detractor,N,4,10,Not Married,Tier2,Ziggy Credit,5,F,call,2,9,1,8,4
1089,7,Passives,N,4,4,Married,Tier3,Card,3,M,call,4,6,5,6,1
1090,4,Detractor,N,4,8,Not Married,Tier1,e-Wallet,7,F,call,8,1,2,5,2
1091,9,Promoter,Y,4,9,Married,Tier1,Cash,7,M,m-comm,8,3,2,7,8
1092,7,Passives,N,4,8,Not Married,Tier3,Ziggy Credit,3,F,call,5,10,6,10,8
1093,0,Detractor,N,4,3,Married,Tier1,Card,4,M,call,8,1,6,5,4
1094,3,Detractor,N,4,10,Not Married,Tier2,e-Wallet,6,F,call,1,7,5,9,1
1095,7,Passives,N,4,5,Married,Tier3,Cash,6,M,call,4,3,2,6,9
1096,10,Promoter,N,4,7,Married,Tier2,Ziggy Credit,5,F,m-comm,6,5,8,2,7
1097,4,Detractor,N,4,10,Married,Tier2,Card,7,M,call,8,2,1,6,3
1098,7,Passives,N,4,5,Not Married,Tier3,e-Wallet,7,F,call,8,6,2,10,9
1099,6,Detractor,N,4,9,Married,Tier1,Cash,7,M,call,7,2,4,4,4
1100,9,Promoter,N,4,7,Married,Tier1,Ziggy Credit,10,F,m-comm,8,3,8,8,9
1101,7,Passives,N,4,1,Married,Tier3,Card,2,M,call,7,5,2,2,5
1102,8,Passives,N,4,9,Not Married,Tier1,e-Wallet,6,F,e-comm,1,5,3,4,7
1103,8,Passives,Y,4,5,Married,Tier2,Cash,3,M,m-comm,6,8,6,6,9
1104,7,Passives,N,4,7,Not Married,Tier3,Ziggy Credit,6,F,call,8,10,4,6,10
1105,1,Detractor,N,4,6,Married,Tier1,Card,4,M,call,2,2,4,1,3
1106,9,Promoter,N,4,5,Married,Tier1,e-Wallet,10,F,m-comm,8,4,7,8,7
1107,9,Promoter,Y,4,7,Married,Tier1,Cash,10,M,m-comm,1,10,10,5,9
1108,8,Passives,N,4,2,Not Married,Tier1,Ziggy Credit,1,F,e-comm,1,9,1,2,9
1109,6,Detractor,N,4,6,Married,Tier2,Card,3,M,call,2,4,2,3,4
1110,7,Passives,N,4,6,Not Married,Tier3,e-Wallet,5,F,call,7,5,8,1,8
1111,4,Detractor,N,4,10,Married,Tier1,Cash,1,M,call,10,6,7,6,2
1112,10,Promoter,N,4,7,Married,Tier1,Ziggy Credit,10,F,m-comm,10,6,3,9,10
1113,7,Passives,N,4,9,Married,Tier3,Card,2,M,call,8,3,2,1,9
1114,9,Promoter,N,4,7,Married,Tier1,e-Wallet,7,F,m-comm,5,3,10,8,9
1115,2,Detractor,N,4,8,Married,Tier2,Cash,1,M,call,2,8,5,6,6
1116,8,Passives,N,4,8,Not Married,Tier3,Ziggy Credit,1,F,call,6,6,1,7,7
1117,6,Detractor,N,4,7,Married,Tier1,Card,1,M,call,8,9,6,10,5
1118,1,Detractor,N,4,4,Not Married,Tier2,e-Wallet,3,F,call,4,8,8,3,3
1119,7,Passives,N,4,6,Married,Tier3,Cash,3,M,call,4,6,2,3,1
1120,4,Detractor,N,4,5,Not Married,Tier1,Ziggy Credit,2,F,call,5,7,4,3,2
1121,0,Detractor,N,4,7,Married,Tier2,Card,2,M,call,8,1,7,6,5
1122,7,Passives,N,4,4,Not Married,Tier3,e-Wallet,1,F,call,6,9,1,5,4
1123,8,Passives,Y,4,10,Married,Tier1,Cash,4,M,e-comm,2,5,4,5,3
1124,10,Promoter,N,4,5,Married,Tier1,Ziggy Credit,10,F,m-comm,5,8,5,5,8
1125,7,Passives,N,4,2,Married,Tier3,Card,7,M,call,8,10,3,8,2
1126,6,Detractor,N,4,9,Not Married,Tier1,e-Wallet,6,F,call,7,1,9,9,6
1127,8,Passives,Y,4,3,Married,Tier2,Cash,4,M,m-comm,7,2,10,3,7
1128,7,Passives,N,4,5,Not Married,Tier3,Ziggy Credit,4,F,call,8,7,10,7,2
1129,7,Passives,Y,4,8,Married,Tier1,Card,4,M,e-comm,8,4,6,7,8
1130,5,Detractor,N,4,8,Not Married,Tier2,e-Wallet,1,F,call,7,6,5,7,4
1131,7,Passives,N,4,8,Married,Tier3,Cash,6,M,call,4,9,7,7,3
1132,4,Detractor,N,4,8,Not Married,Tier1,Ziggy Credit,3,F,call,10,9,9,3,3
1133,1,Detractor,N,4,3,Married,Tier2,Card,3,M,call,3,9,2,10,1
1134,9,Promoter,N,4,7,Married,Tier1,e-Wallet,5,F,m-comm,6,5,8,10,10
1135,3,Detractor,N,4,4,Married,Tier1,Cash,2,M,call,3,4,5,8,4
1136,5,Detractor,N,4,5,Not Married,Tier2,Ziggy Credit,7,F,call,5,6,8,8,3
1137,7,Passives,N,4,7,Married,Tier3,Card,1,M,call,8,8,7,4,4
1138,1,Detractor,N,4,9,Not Married,Tier1,e-Wallet,4,F,call,5,4,1,10,4
1139,9,Promoter,Y,4,6,Married,Tier1,Cash,9,M,m-comm,1,4,6,6,9
1140,9,Promoter,N,4,6,Married,Tier1,Ziggy Credit,9,F,m-comm,5,2,2,1,7
1141,3,Detractor,N,4,3,Married,Tier1,Card,5,M,call,3,6,6,1,1
1142,0,Detractor,N,4,4,Not Married,Tier2,e-Wallet,7,F,call,3,9,5,9,1
1143,8,Passives,Y,4,8,Married,Tier3,Cash,4,M,call,4,4,10,2,8
1144,4,Detractor,N,4,3,Not Married,Tier1,Ziggy Credit,6,F,call,8,9,9,6,4
1145,5,Detractor,N,4,6,Married,Tier2,Card,1,M,call,5,3,9,7,6
1146,7,Passives,N,4,9,Not Married,Tier3,e-Wallet,2,F,call,7,10,4,1,1
1147,1,Detractor,N,4,1,Married,Tier1,Cash,2,M,call,1,1,6,10,6
1148,5,Detractor,N,4,9,Not Married,Tier2,Ziggy Credit,3,F,call,10,3,8,5,4
1149,7,Passives,N,4,7,Married,Tier3,Card,3,M,call,8,2,2,1,8
1150,1,Detractor,N,4,6,Not Married,Tier1,e-Wallet,6,F,call,8,3,10,3,2
1151,5,Detractor,N,4,2,Married,Tier2,Cash,6,M,call,2,1,2,1,2
1152,10,Promoter,N,4,6,Married,Tier1,Ziggy Credit,9,F,m-comm,3,7,3,2,9
1153,10,Promoter,Y,4,9,Married,Tier1,Card,6,M,m-comm,6,8,1,5,10
1154,1,Detractor,N,4,1,Not Married,Tier2,e-Wallet,7,F,call,9,8,5,10,6
1155,7,Passives,N,4,4,Married,Tier3,Cash,6,M,call,6,1,9,5,7
1156,1,Detractor,N,4,5,Not Married,Tier1,Ziggy Credit,1,F,call,7,10,3,1,3
1157,4,Detractor,N,4,7,Married,Tier2,Card,5,M,call,4,5,4,4,5
1158,10,Promoter,N,4,5,Married,Tier1,e-Wallet,5,F,m-comm,9,3,1,8,8
1159,3,Detractor,N,4,1,Married,Tier1,Cash,1,M,call,10,7,5,10,4
1160,5,Detractor,N,4,2,Not Married,Tier2,Ziggy Credit,6,F,call,5,4,10,1,4
1161,7,Passives,N,4,3,Married,Tier3,Card,3,M,call,7,8,5,6,9
1162,2,Detractor,N,4,8,Not Married,Tier1,e-Wallet,1,F,call,10,5,9,2,6
1163,6,Detractor,N,4,5,Married,Tier2,Cash,1,M,call,8,1,9,7,1
1164,7,Passives,N,4,9,Not Married,Tier3,Ziggy Credit,4,F,call,7,2,5,5,2
1165,8,Passives,Y,4,8,Married,Tier1,Card,5,M,e-comm,6,1,10,9,8
1166,7,Passives,N,4,1,Not Married,Tier2,e-Wallet,4,F,m-comm,8,3,10,1,4
1167,7,Passives,N,4,1,Married,Tier3,Cash,3,M,call,7,3,10,2,4
1168,9,Promoter,N,4,6,Married,Tier1,Ziggy Credit,10,F,m-comm,7,8,5,7,9
1169,9,Promoter,Y,4,3,Married,Tier1,Card,5,M,m-comm,8,9,5,10,10
1170,7,Passives,N,4,7,Not Married,Tier3,e-Wallet,2,F,call,4,3,10,2,4
1171,5,Detractor,N,4,7,Married,Tier1,Cash,2,M,call,1,7,7,6,2
1172,5,Detractor,N,4,9,Not Married,Tier2,Ziggy Credit,6,F,call,9,6,2,8,5
1173,7,Passives,N,4,2,Married,Tier3,Card,1,M,call,4,10,7,2,5
1174,3,Detractor,N,4,9,Not Married,Tier1,e-Wallet,7,F,call,8,2,10,6,6
1175,7,Passives,Y,4,7,Married,Tier2,Cash,3,M,m-comm,3,10,7,5,7
1176,7,Passives,N,4,3,Not Married,Tier3,Ziggy Credit,5,F,call,7,3,3,3,10
1177,9,Promoter,Y,4,4,Married,Tier1,Card,10,M,m-comm,6,2,2,3,9
1178,4,Detractor,N,4,5,Not Married,Tier2,e-Wallet,5,F,call,9,2,1,9,2
1179,7,Passives,N,4,8,Married,Tier3,Cash,5,M,call,6,7,1,5,1
