Merchant_Id,Annual_Sales,Merchant_Location,Zone,No_of_helpers,Daily_OPEN_hours,Years_Open,Owner's_Age,Owner's_Education,Cashier_Sales_Person_Age,Merchant_Type,Shopping_Complex_Or_Standalone
7334,242.54,Boston,S,15,11,11,43,Graduation,26,Patnership,Complex
4644,225.52,NJ City,W,9,9,16,33,High School,22,Franchise,Complex
1956,328.39,NJ City,W,19,23,11,48,High School,23,Franchise,Complex
4001,75.37,NJ City,N,3,22,3,53,No education,26,Patnership,Standalone
1908,143.15,NJ City,W,25,11,5,71,Graduation,30,Franchise,Complex
1548,436.37,NJ City,W,12,23,8,34,High School,26,Franchise,Complex
1120,333.35,NJ City,W,23,19,15,73,High School,21,Franchise,Complex
5211,407.16,Boston,E,7,17,25,60,Graduation,19,Owner,Standalone
7579,266.25,Boston,E,8,8,19,53,Graduation,20,Owner,Standalone
983,446.46,NJ City,E,16,13,11,27,High School,25,Owner,Standalone
4456,47.54,NJ City,W,16,20,2,72,High School,25,Franchise,Complex
809,481.65,NJ City,N,4,21,21,67,High School,18,Patnership,Standalone
4201,66.63,NJ City,N,9,12,4,45,High School,22,Patnership,Standalone
5378,370.24,Boston,S,25,9,11,51,Graduation,25,Patnership,Complex
4396,12.17,NJ City,N,16,21,2,32,High School,23,Franchise,Complex
8394,298.23,NJ City,S,17,17,11,45,Graduation,24,Patnership,Complex
7070,366.82,Boston,S,8,18,13,25,Graduation,32,Patnership,Complex
4079,25.04,NJ City,N,11,13,1,84,No education,28,Owner,Standalone
4763,363.85,NJ City,E,4,23,18,28,High School,26,Owner,Standalone
1940,354.09,NJ City,W,17,24,18,60,High School,32,Franchise,Complex
115,463.9,NJ City,E,19,13,2,49,High School,34,Owner,Standalone
4436,341.6,NJ City,W,18,22,5,52,No education,34,Franchise,Complex
1861,415.31,NJ City,N,14,20,16,68,High School,21,Patnership,Standalone
8597,13.82,NJ City,N,10,19,2,42,No education,32,Patnership,Standalone
4882,242.6,NJ City,S,20,18,23,32,High School,25,Patnership,Complex
209,54.51,NJ City,N,7,15,3,55,No education,26,Patnership,Standalone
9520,476.37,NJ City,W,16,8,6,84,Graduation,32,Franchise,Complex
6993,376.34,Boston,N,6,17,5,75,Graduation,26,Patnership,Standalone
2254,440.13,NJ City,S,5,22,2,55,High School,28,Patnership,Complex
8918,105.14,NJ City,S,24,18,1,35,No education,19,Patnership,Complex
7641,102.77,Boston,N,16,11,2,84,Graduation,25,Patnership,Standalone
8636,177.16,NJ City,W,14,9,20,62,Graduation,31,Franchise,Complex
9486,207.51,NJ City,S,22,10,22,67,Graduation,21,Patnership,Complex
1662,263.6,NJ City,S,12,15,9,81,High School,26,Patnership,Complex
2172,186.27,NJ City,W,4,15,2,56,Graduation,24,Franchise,Complex
1947,276.92,NJ City,E,19,17,17,62,High School,24,Owner,Standalone
5799,103.09,Boston,E,10,16,3,59,Graduation,34,Owner,Standalone
7766,486.3,Boston,S,9,14,8,38,Graduation,27,Patnership,Complex
6340,413.5,Boston,W,9,18,1,71,High School,25,Franchise,Complex
525,167.95,NJ City,N,2,23,1,74,Graduation,20,Patnership,Standalone
9260,26.28,NJ City,N,20,15,1,64,No education,24,Franchise,Complex
9467,310.77,NJ City,E,5,18,9,47,Graduation,23,Owner,Standalone
8495,364.38,NJ City,E,5,24,14,65,Graduation,29,Owner,Standalone
8389,84.16,NJ City,N,10,12,4,80,High School,19,Patnership,Standalone
4050,150.99,NJ City,S,21,18,17,73,High School,33,Patnership,Complex
8365,29.58,NJ City,N,17,9,2,30,High School,32,Patnership,Standalone
6579,245.36,Boston,E,4,18,24,34,Graduation,26,Owner,Standalone
1837,348.1,NJ City,N,25,10,1,60,High School,19,Patnership,Standalone
6615,221.72,Boston,E,2,24,6,29,Graduation,31,Owner,Standalone
5184,204.64,Boston,W,15,8,22,72,Graduation,21,Franchise,Complex
448,400.23,NJ City,W,18,13,24,62,High School,31,Franchise,Complex
2004,209.22,NJ City,W,12,20,17,25,High School,31,Franchise,Complex
4204,269.42,NJ City,W,10,19,24,67,High School,22,Franchise,Complex
9390,455.03,NJ City,S,1,17,18,72,Graduation,25,Patnership,Complex
5832,321.89,Boston,W,13,13,10,32,Graduation,29,Franchise,Complex
7622,393.88,Boston,S,15,8,15,40,Graduation,31,Patnership,Complex
398,347.48,NJ City,S,12,18,4,28,No education,27,Patnership,Complex
9368,59.6,NJ City,W,16,11,3,74,No education,21,Franchise,Complex
8672,484.54,NJ City,W,2,13,24,77,Graduation,19,Franchise,Complex
4146,389.16,NJ City,S,11,24,12,50,High School,29,Patnership,Complex
2063,369.38,NJ City,E,4,9,2,29,No education,27,Owner,Standalone
8894,272.05,NJ City,S,23,21,12,41,Graduation,34,Patnership,Complex
5829,192.01,Boston,N,22,9,11,83,Graduation,32,Patnership,Standalone
75,382.05,Boston,E,24,16,22,45,High School,34,Owner,Standalone
9523,73.42,NJ City,N,21,9,4,60,High School,22,Owner,Standalone
1717,271.4,NJ City,N,5,18,16,85,High School,34,Patnership,Standalone
3882,75.49,NJ City,S,2,9,1,61,Graduation,21,Patnership,Complex
8462,74.75,NJ City,S,22,11,1,51,No education,26,Patnership,Complex
5946,337.15,Boston,S,13,17,15,62,Graduation,28,Patnership,Complex
4040,305,NJ City,W,3,21,18,48,High School,33,Franchise,Complex
9687,432.29,NJ City,E,10,20,7,32,Graduation,31,Owner,Standalone
8598,206.11,NJ City,S,20,12,21,46,Graduation,30,Patnership,Complex
7592,42.02,Boston,N,25,15,4,50,No education,28,Franchise,Complex
9549,150,NJ City,N,12,11,8,60,Graduation,30,Patnership,Standalone
7071,246.58,Boston,E,15,13,3,62,Graduation,18,Owner,Standalone
5441,182.08,Boston,N,21,14,25,29,Graduation,35,Patnership,Standalone
8205,101.72,NJ City,N,11,20,2,36,Graduation,26,Patnership,Standalone
6712,407.95,Boston,W,5,12,19,66,Graduation,25,Franchise,Complex
8481,203.44,NJ City,N,8,18,17,39,Graduation,30,Patnership,Standalone
5848,424.09,Boston,W,13,24,16,28,Graduation,35,Franchise,Complex
8884,152.48,NJ City,W,15,9,21,40,Graduation,24,Franchise,Complex
5996,322.92,Boston,W,14,19,24,83,Graduation,19,Franchise,Complex
5327,155.12,Boston,E,15,21,25,56,Graduation,29,Owner,Standalone
9162,214.74,NJ City,S,11,23,15,30,Graduation,22,Patnership,Complex
4739,435.31,NJ City,E,17,14,22,83,High School,25,Owner,Standalone
2447,165.59,NJ City,E,24,22,13,39,High School,24,Owner,Standalone
516,24.75,NJ City,N,18,11,1,31,Graduation,21,Franchise,Complex
5065,326.77,Boston,N,12,18,15,61,Graduation,22,Patnership,Standalone
4581,457.87,NJ City,N,6,18,22,78,High School,32,Patnership,Standalone
9289,472.36,NJ City,N,8,15,25,34,Graduation,34,Patnership,Standalone
6748,171.63,Boston,W,6,14,24,81,Graduation,35,Franchise,Complex
7659,496.21,Boston,E,8,10,2,40,Graduation,31,Owner,Standalone
5062,477.12,Boston,S,12,23,22,39,Graduation,21,Patnership,Complex
977,374.44,NJ City,N,14,14,11,27,High School,23,Patnership,Standalone
8307,297.64,NJ City,E,20,9,25,73,Graduation,34,Owner,Standalone
820,190.53,NJ City,W,20,20,23,78,High School,23,Franchise,Complex
418,357.1,NJ City,S,8,21,4,83,High School,27,Patnership,Complex
2265,61.76,NJ City,N,7,16,1,68,Graduation,18,Patnership,Standalone
9383,105.18,NJ City,E,4,16,3,82,No education,25,Owner,Standalone
6019,63.1,Boston,N,22,22,3,84,High School,19,Owner,Standalone
4183,188.3,NJ City,E,17,11,12,79,High School,28,Owner,Standalone
3033,497.3,NJ City,N,13,22,20,35,High School,26,Patnership,Standalone
9711,279.3,NJ City,E,7,19,25,30,Graduation,35,Owner,Standalone
2772,2.56,NJ City,W,14,24,1,49,Graduation,18,Franchise,Complex
3579,248.64,NJ City,E,14,18,12,54,High School,29,Owner,Standalone
8213,98.64,NJ City,N,13,10,4,25,No education,24,Patnership,Standalone
9998,163.82,NJ City,S,5,22,1,31,No education,24,Patnership,Complex
3225,123.95,NJ City,N,3,15,4,52,Graduation,23,Patnership,Standalone
4485,368.7,NJ City,N,11,19,24,38,High School,28,Patnership,Standalone
7315,304.62,Boston,E,21,23,11,31,Graduation,20,Owner,Standalone
1151,268.11,NJ City,E,7,13,25,35,High School,20,Owner,Standalone
6747,147.25,Boston,E,19,22,15,25,Graduation,32,Owner,Standalone
8013,317.35,Boston,N,9,24,25,73,Graduation,21,Patnership,Standalone
9542,140.29,NJ City,S,6,13,6,53,Graduation,26,Patnership,Complex
8260,254.77,NJ City,W,1,9,17,77,Graduation,23,Franchise,Complex
3528,280.88,NJ City,W,14,15,14,32,High School,23,Franchise,Complex
7880,396.33,Boston,W,5,10,8,61,Graduation,20,Franchise,Complex
200,251.59,NJ City,W,21,15,12,56,High School,21,Franchise,Complex
5478,100.76,Boston,S,6,23,3,61,Graduation,23,Patnership,Complex
9365,325.5,NJ City,N,23,10,6,81,Graduation,21,Patnership,Standalone
7871,126.17,Boston,E,15,18,4,34,No education,31,Owner,Standalone
9950,203.66,NJ City,S,23,18,14,58,Graduation,23,Patnership,Complex
769,326.34,NJ City,N,18,24,23,68,High School,33,Patnership,Standalone
224,102.43,NJ City,W,16,15,4,75,No education,24,Franchise,Complex
1235,116,NJ City,E,3,17,14,51,High School,28,Owner,Standalone
6578,351.54,Boston,S,17,8,25,61,Graduation,18,Patnership,Complex
5166,400.42,Boston,S,16,19,1,58,Graduation,27,Patnership,Complex
839,107.32,NJ City,E,20,20,2,36,No education,32,Owner,Standalone
6600,10.22,Boston,N,4,13,2,62,Graduation,31,Franchise,Complex
7520,415.03,Boston,W,13,21,24,85,Graduation,20,Franchise,Complex
8004,416.36,Boston,W,22,11,2,36,Graduation,30,Franchise,Complex
5252,307.69,Boston,W,14,11,23,72,Graduation,28,Franchise,Complex
1401,331.56,NJ City,N,10,15,20,67,High School,18,Patnership,Standalone
3542,277.17,NJ City,S,6,19,17,46,High School,22,Patnership,Complex
7141,492.73,Boston,N,10,16,5,69,High School,25,Patnership,Standalone
8376,351.13,NJ City,W,11,11,14,54,Graduation,23,Franchise,Complex
3228,378.86,NJ City,W,16,9,16,31,High School,31,Franchise,Complex
6461,407.93,Boston,N,16,21,1,57,No education,22,Patnership,Standalone
9580,341.32,NJ City,W,13,15,17,81,Graduation,28,Franchise,Complex
9356,167.29,NJ City,W,21,20,21,26,Graduation,30,Franchise,Complex
6900,102.51,Boston,W,2,10,1,50,Graduation,24,Franchise,Complex
3650,11.25,NJ City,N,6,11,4,55,No education,24,Patnership,Complex
1365,29.61,NJ City,N,23,23,3,41,Graduation,25,Patnership,Standalone
4114,328.21,NJ City,S,14,19,3,54,High School,23,Patnership,Complex
6069,167,Boston,N,6,10,11,41,Graduation,21,Patnership,Standalone
1378,289.26,NJ City,S,7,8,22,79,High School,29,Patnership,Complex
4194,247.02,NJ City,S,13,19,16,58,High School,29,Patnership,Complex
121,228.92,NJ City,N,24,12,5,69,High School,29,Patnership,Standalone
4443,42.3,NJ City,N,20,15,4,78,Graduation,28,Owner,Standalone
3627,19.5,NJ City,N,7,23,3,36,Graduation,23,Owner,Standalone
764,468.84,NJ City,W,14,22,23,60,High School,35,Franchise,Complex
1331,479.08,NJ City,E,4,18,23,57,High School,20,Owner,Standalone
7254,66.29,Boston,N,25,11,4,79,Graduation,26,Patnership,Complex
1732,460.93,NJ City,W,16,11,11,57,High School,30,Franchise,Complex
5613,105.16,Boston,N,18,22,2,66,Graduation,28,Patnership,Standalone
9023,236.92,NJ City,E,18,17,19,47,Graduation,19,Owner,Standalone
9881,362.43,NJ City,N,18,16,7,73,Graduation,21,Patnership,Standalone
413,49.9,NJ City,N,12,21,1,27,No education,23,Patnership,Standalone
7728,116.87,Boston,W,19,10,1,31,Graduation,28,Franchise,Complex
3371,206.05,NJ City,E,4,21,3,58,No education,29,Owner,Standalone
8286,354.82,NJ City,S,21,10,4,44,Graduation,30,Patnership,Complex
914,64.16,NJ City,N,25,20,4,75,No education,18,Patnership,Complex
6773,83.16,Boston,N,4,20,3,36,No education,27,Patnership,Standalone
6328,80.25,Boston,W,3,20,1,31,High School,18,Franchise,Complex
3572,176.77,NJ City,W,24,18,13,39,High School,23,Franchise,Complex
6089,58.2,Boston,N,22,9,2,60,No education,34,Patnership,Standalone
219,284.08,NJ City,E,10,18,18,78,High School,24,Owner,Standalone
6801,94.73,Boston,N,12,14,4,35,Graduation,25,Patnership,Standalone
9829,54.19,NJ City,N,3,16,4,32,High School,23,Patnership,Standalone
5057,222.29,Boston,N,20,9,20,68,Graduation,33,Patnership,Standalone
3884,338.86,NJ City,W,17,16,6,40,High School,22,Franchise,Complex
6437,434.98,Boston,N,13,20,3,48,No education,18,Patnership,Standalone
714,49.82,NJ City,S,4,10,4,45,Graduation,24,Patnership,Complex
7947,103.38,Boston,E,2,24,4,79,Graduation,19,Owner,Standalone
610,341.23,NJ City,S,24,20,7,58,High School,33,Patnership,Complex
4873,25.15,NJ City,N,11,22,3,46,High School,20,Patnership,Standalone
9311,419.65,NJ City,E,13,16,24,73,Graduation,26,Owner,Standalone
4508,30.12,NJ City,N,6,19,3,58,No education,31,Franchise,Complex
2289,334.82,NJ City,N,17,19,22,53,High School,25,Patnership,Standalone
192,126.66,NJ City,W,4,10,1,72,Graduation,31,Franchise,Complex
9491,499.17,NJ City,E,25,20,21,66,Graduation,25,Owner,Standalone
9105,52.96,NJ City,N,16,10,4,64,Graduation,19,Patnership,Standalone
6731,110.03,Boston,E,2,18,2,50,No education,30,Owner,Standalone
8721,374.74,NJ City,N,21,22,2,77,Graduation,31,Patnership,Standalone
8905,308.05,NJ City,N,9,9,21,51,Graduation,22,Patnership,Standalone
5582,143.96,Boston,S,14,11,21,83,Graduation,20,Patnership,Complex
7742,146.6,Boston,S,19,11,4,76,No education,18,Patnership,Complex
9429,362.7,NJ City,N,23,21,18,69,Graduation,27,Patnership,Standalone
3789,98.91,NJ City,N,20,13,2,74,Graduation,24,Patnership,Standalone
3421,428.73,NJ City,N,17,17,9,43,High School,35,Patnership,Standalone
4921,354.15,NJ City,N,5,13,1,25,High School,31,Patnership,Standalone
2031,368.24,NJ City,E,25,18,17,46,High School,20,Owner,Standalone
8230,386.39,NJ City,S,22,21,6,65,Graduation,32,Patnership,Complex
1673,340.95,NJ City,N,17,13,18,40,High School,20,Patnership,Standalone
1099,394.44,NJ City,E,21,11,20,26,High School,29,Owner,Standalone
7704,316.16,Boston,W,15,15,10,66,Graduation,21,Franchise,Complex
1042,246.73,NJ City,S,21,11,9,72,High School,31,Patnership,Complex
2515,35.35,NJ City,N,21,13,1,37,High School,30,Owner,Standalone
280,156.27,NJ City,W,22,21,10,33,High School,27,Franchise,Complex
8155,415.54,NJ City,E,1,19,7,45,Graduation,22,Owner,Standalone
1751,444.5,NJ City,E,3,10,2,64,No education,21,Owner,Standalone
5731,461.58,Boston,E,25,9,4,75,High School,21,Owner,Standalone
6283,460.9,Boston,E,8,15,16,85,Graduation,20,Owner,Standalone
1541,360.73,NJ City,N,13,19,16,62,High School,28,Patnership,Standalone
5895,403.73,Boston,E,22,24,1,82,Graduation,28,Owner,Standalone
7648,246.96,Boston,W,15,9,22,67,Graduation,29,Franchise,Complex
3780,164.32,NJ City,W,14,14,20,54,High School,32,Franchise,Complex
7247,22.02,Boston,N,3,11,4,31,No education,33,Owner,Standalone
8986,139.61,NJ City,S,11,9,7,49,Graduation,26,Patnership,Complex
8957,288.83,NJ City,N,12,9,23,37,Graduation,19,Patnership,Standalone
2792,241.1,NJ City,W,15,24,10,79,High School,21,Franchise,Complex
1604,363.21,NJ City,W,23,22,11,82,High School,20,Franchise,Complex
3290,41.68,NJ City,N,8,15,3,29,No education,26,Patnership,Complex
9152,295.92,NJ City,W,25,16,11,27,Graduation,20,Franchise,Complex
5665,469.5,Boston,N,11,21,4,29,High School,26,Patnership,Standalone
1878,118.1,NJ City,S,15,22,3,44,Graduation,28,Patnership,Complex
9384,428.01,NJ City,W,5,9,13,46,Graduation,19,Franchise,Complex
2681,370.77,NJ City,N,11,13,7,54,High School,19,Patnership,Standalone
6221,82.78,Boston,N,17,22,4,76,No education,26,Patnership,Standalone
5402,446.21,Boston,S,10,14,18,42,Graduation,29,Patnership,Complex
5437,471.8,Boston,N,16,18,14,52,Graduation,31,Patnership,Standalone
1046,212.54,NJ City,S,12,15,8,32,High School,19,Patnership,Complex
6598,368.35,Boston,S,6,12,3,79,High School,33,Patnership,Complex
4276,247.44,NJ City,W,5,15,23,37,High School,31,Franchise,Complex
4022,184.54,NJ City,S,19,11,18,58,High School,24,Patnership,Complex
6672,267.27,Boston,W,7,24,18,49,Graduation,33,Franchise,Complex
1410,296.5,NJ City,S,15,9,23,52,High School,21,Patnership,Complex
4317,131.32,NJ City,N,22,8,15,52,High School,33,Patnership,Standalone
553,426.47,NJ City,N,21,19,19,55,High School,22,Patnership,Standalone
9145,350.18,NJ City,N,9,10,16,51,Graduation,31,Patnership,Standalone
4345,150.55,NJ City,N,19,8,15,34,High School,34,Patnership,Standalone
9561,161.03,NJ City,N,10,11,24,51,Graduation,30,Patnership,Standalone
374,364.63,NJ City,S,11,18,24,31,High School,26,Patnership,Complex
8370,362.74,NJ City,S,4,14,6,35,Graduation,25,Patnership,Complex
3493,477.64,NJ City,N,18,13,19,38,High School,30,Patnership,Standalone
2054,322.32,NJ City,S,18,21,17,58,High School,33,Patnership,Complex
9420,198.7,NJ City,W,18,12,24,82,Graduation,22,Franchise,Complex
723,488.11,NJ City,E,8,21,6,29,High School,34,Owner,Standalone
8565,435.55,NJ City,N,20,19,24,29,Graduation,26,Patnership,Standalone
2530,9.12,NJ City,N,17,12,1,80,High School,23,Patnership,Complex
9443,376.47,NJ City,E,22,24,13,68,Graduation,33,Owner,Standalone
6718,444.29,Boston,S,5,8,3,38,High School,28,Patnership,Complex
3229,140.98,NJ City,N,11,22,7,80,High School,28,Patnership,Standalone
2669,98.56,NJ City,N,21,14,3,84,No education,33,Patnership,Standalone
2415,28.06,NJ City,N,15,9,3,38,Graduation,22,Owner,Standalone
9837,222.97,NJ City,N,17,19,14,34,Graduation,19,Patnership,Standalone
1224,311.49,NJ City,W,11,8,24,71,High School,24,Franchise,Complex
803,124.72,NJ City,E,21,10,4,72,No education,18,Owner,Standalone
6514,56.76,Boston,S,7,18,1,82,High School,31,Patnership,Complex
3518,174,NJ City,S,3,20,18,52,High School,25,Patnership,Complex
7048,213.17,Boston,W,15,13,17,44,Graduation,19,Franchise,Complex
2121,281.6,NJ City,N,3,11,3,47,Graduation,31,Patnership,Standalone
3625,423.75,NJ City,N,16,11,24,38,High School,19,Patnership,Standalone
4206,264.79,NJ City,S,25,12,10,74,High School,33,Patnership,Complex
7640,277.36,Boston,W,21,9,1,68,No education,25,Franchise,Complex
1054,382.97,NJ City,S,15,17,24,76,High School,21,Patnership,Complex
964,341.15,NJ City,W,14,10,20,43,High School,28,Franchise,Complex
6429,446.79,Boston,N,20,17,4,68,Graduation,34,Patnership,Standalone
3255,142,NJ City,E,1,17,14,84,High School,29,Owner,Standalone
342,247.12,NJ City,S,19,15,7,52,High School,29,Patnership,Complex
8217,448.87,NJ City,N,25,18,5,57,Graduation,25,Patnership,Standalone
4097,68.96,NJ City,N,4,18,1,53,No education,35,Patnership,Standalone
1101,37.73,NJ City,N,25,24,4,49,Graduation,29,Patnership,Standalone
741,393.11,NJ City,N,22,12,7,44,High School,21,Patnership,Standalone
684,125.36,NJ City,W,20,19,3,31,Graduation,32,Franchise,Complex
9903,121.69,NJ City,E,11,12,1,45,Graduation,26,Owner,Standalone
2353,69.92,NJ City,N,10,19,2,25,High School,20,Patnership,Standalone
5929,273.99,Boston,N,9,12,15,68,Graduation,35,Patnership,Standalone
304,387.86,NJ City,W,25,8,15,32,High School,34,Franchise,Complex
5179,13.67,Boston,N,3,10,1,75,High School,26,Owner,Standalone
5079,30.51,Boston,N,9,10,1,25,Graduation,26,Owner,Standalone
8515,200.62,NJ City,E,16,20,24,64,Graduation,22,Owner,Standalone
4415,102.38,NJ City,E,23,9,2,50,No education,23,Owner,Standalone
8343,28.75,NJ City,N,12,9,1,78,Graduation,31,Owner,Standalone
4954,37.64,Boston,N,21,22,4,77,High School,33,Patnership,Complex
5284,8.1,Boston,N,19,10,2,49,High School,24,Franchise,Complex
4422,409.16,NJ City,S,5,20,16,32,High School,35,Patnership,Complex
7993,115.81,Boston,N,14,11,4,83,High School,20,Patnership,Standalone
3473,104.1,NJ City,N,6,13,3,85,No education,34,Patnership,Standalone
3350,363.4,NJ City,S,11,9,18,71,High School,34,Patnership,Complex
2483,286.56,NJ City,E,23,21,15,32,High School,23,Owner,Standalone
6932,207.5,Boston,W,18,20,3,67,No education,30,Franchise,Complex
318,447.11,NJ City,S,9,13,16,26,High School,34,Patnership,Complex
4004,163,NJ City,W,3,13,21,83,High School,24,Franchise,Complex
7131,223.5,Boston,E,3,24,12,67,Graduation,21,Owner,Standalone
7736,487.17,Boston,W,14,11,5,61,No education,35,Franchise,Complex
9709,213.02,NJ City,N,2,22,19,58,Graduation,26,Patnership,Standalone
5543,113.97,Boston,E,18,22,4,28,No education,26,Owner,Standalone
222,306.29,NJ City,S,13,22,23,43,High School,24,Patnership,Complex
1545,433.03,NJ City,N,13,19,3,29,Graduation,26,Patnership,Standalone
2268,306.83,NJ City,W,20,17,19,42,High School,26,Franchise,Complex
6869,222.34,Boston,N,19,16,8,75,Graduation,31,Patnership,Standalone
4852,442.69,NJ City,W,13,14,10,57,High School,24,Franchise,Complex
8321,328.34,NJ City,N,22,13,24,35,Graduation,21,Patnership,Standalone
568,197.64,NJ City,W,15,12,4,44,High School,31,Franchise,Complex
6574,375.24,Boston,S,17,20,1,40,High School,27,Patnership,Complex
1348,398.02,NJ City,W,7,20,10,29,High School,20,Franchise,Complex
1926,445.4,NJ City,S,12,16,9,82,High School,28,Patnership,Complex
2391,206.65,NJ City,E,22,24,22,70,High School,27,Owner,Standalone
2471,316.88,NJ City,E,5,21,3,68,No education,20,Owner,Standalone
7851,329.06,Boston,E,4,8,19,63,Graduation,32,Owner,Standalone
6027,257.06,Boston,E,4,24,14,62,Graduation,35,Owner,Standalone
1766,118.37,NJ City,S,16,11,3,72,No education,35,Patnership,Complex
2283,341.53,NJ City,E,18,15,17,45,High School,24,Owner,Standalone
5339,307.69,Boston,E,8,21,24,63,Graduation,25,Owner,Standalone
5928,392.29,Boston,W,14,17,24,55,Graduation,30,Franchise,Complex
2296,465.32,NJ City,W,7,20,13,63,High School,28,Franchise,Complex
1979,244.12,NJ City,E,8,10,23,52,High School,31,Owner,Standalone
4304,131.89,NJ City,W,12,17,17,81,High School,26,Franchise,Complex
7192,440.36,Boston,W,17,19,9,29,Graduation,19,Franchise,Complex
3354,46.67,NJ City,N,14,14,1,58,Graduation,26,Patnership,Complex
6110,414.4,Boston,S,11,19,2,49,No education,20,Patnership,Complex
9939,322.31,NJ City,E,14,15,7,57,Graduation,26,Owner,Standalone
6045,343.69,Boston,N,24,8,20,30,Graduation,19,Patnership,Standalone
148,275.72,NJ City,W,5,12,14,61,High School,18,Franchise,Complex
9535,88.6,NJ City,E,24,17,1,32,High School,31,Owner,Standalone
583,450.83,NJ City,E,21,16,16,50,High School,30,Owner,Standalone
728,1.9,NJ City,N,25,10,4,71,No education,19,Franchise,Complex
1901,68.77,NJ City,N,24,14,4,54,No education,31,Patnership,Standalone
6810,295.86,Boston,S,10,8,7,31,Graduation,25,Patnership,Complex
5659,140.18,Boston,E,18,12,23,49,Graduation,35,Owner,Standalone
2231,468.71,NJ City,E,4,17,13,36,High School,34,Owner,Standalone
1725,144.32,NJ City,N,15,14,8,30,High School,31,Patnership,Standalone
6984,152.64,Boston,W,23,16,13,64,Graduation,18,Franchise,Complex
80,136,Boston,W,1,23,20,54,High School,29,Franchise,Complex
8810,334.82,NJ City,S,22,21,4,42,No education,35,Patnership,Complex
324,64.28,NJ City,N,4,23,2,36,Graduation,27,Franchise,Complex
4664,68.67,NJ City,N,17,20,4,39,No education,33,Franchise,Complex
8417,274.23,NJ City,N,18,9,8,65,Graduation,19,Patnership,Standalone
2837,29.68,NJ City,N,13,17,2,54,No education,27,Patnership,Standalone
9468,326.35,NJ City,W,23,21,8,59,Graduation,28,Franchise,Complex
1025,263.01,NJ City,N,20,8,6,43,High School,24,Patnership,Standalone
8621,355.91,NJ City,N,21,21,1,75,No education,27,Patnership,Standalone
4574,188,NJ City,S,3,21,11,70,High School,21,Patnership,Complex
5261,432.52,Boston,N,18,8,11,30,Graduation,18,Patnership,Standalone
4216,299.66,NJ City,W,7,19,7,25,High School,29,Franchise,Complex
8744,122.36,NJ City,W,11,14,2,62,No education,24,Franchise,Complex
3155,345.18,NJ City,E,12,8,16,28,High School,27,Owner,Standalone
3550,119.58,NJ City,S,9,13,4,70,High School,27,Patnership,Complex
12,269,Maine,W,3,23,14,42,High School,34,Franchise,Complex
9316,101.86,NJ City,W,10,9,4,27,High School,35,Franchise,Complex
1828,106.05,NJ City,W,1,14,2,26,High School,29,Franchise,Complex
4747,100.64,NJ City,E,8,20,4,67,High School,29,Owner,Standalone
5248,485.64,Boston,W,23,9,6,40,Graduation,27,Franchise,Complex
7821,4.81,Boston,N,3,21,2,64,Graduation,22,Patnership,Standalone
401,137.46,NJ City,N,13,19,5,80,No education,34,Patnership,Standalone
7834,306.82,Boston,S,18,21,11,79,Graduation,20,Patnership,Complex
4808,293.79,NJ City,W,23,21,23,69,High School,21,Franchise,Complex
4911,214.78,NJ City,E,15,19,21,48,High School,20,Owner,Standalone
5893,290.47,Boston,N,19,12,12,64,Graduation,34,Patnership,Standalone
5303,23.19,Boston,N,24,17,2,47,No education,32,Owner,Standalone
9746,133.98,NJ City,S,23,21,15,70,Graduation,21,Patnership,Complex
3501,125.16,NJ City,N,6,15,4,38,Graduation,25,Patnership,Standalone
3188,446.49,NJ City,W,1,22,4,74,No education,29,Franchise,Complex
3770,408.08,NJ City,S,6,18,6,48,High School,24,Patnership,Complex
7762,374.9,Boston,S,9,12,17,76,Graduation,30,Patnership,Complex
4366,269,NJ City,S,2,17,7,33,High School,34,Patnership,Complex
4010,195.97,NJ City,S,23,20,3,44,No education,35,Patnership,Complex
4651,270.4,NJ City,E,4,16,14,37,High School,19,Owner,Standalone
6488,218.04,Boston,W,16,19,23,52,Graduation,25,Franchise,Complex
6530,439.56,Boston,S,19,8,12,49,Graduation,29,Patnership,Complex
8558,91.14,NJ City,S,16,12,1,41,No education,35,Patnership,Complex
4715,378.07,NJ City,E,9,19,21,55,High School,25,Owner,Standalone
6607,96.86,Boston,E,1,18,3,80,High School,27,Owner,Standalone
7167,342.09,Boston,E,21,10,8,32,Graduation,23,Owner,Standalone
1829,82.39,NJ City,N,17,11,2,29,No education,25,Patnership,Standalone
6850,213.31,Boston,S,21,17,8,59,Graduation,32,Patnership,Complex
9717,118.83,NJ City,N,9,24,1,60,Graduation,25,Patnership,Standalone
9156,487.76,NJ City,W,8,13,3,64,Graduation,27,Franchise,Complex
3809,65.85,NJ City,N,19,19,1,49,No education,19,Patnership,Standalone
5440,396.43,Boston,W,12,21,22,50,Graduation,19,Franchise,Complex
1011,459.09,NJ City,E,3,19,1,56,Graduation,26,Owner,Standalone
7246,186.93,Boston,S,7,24,10,37,Graduation,33,Patnership,Complex
134,466.99,NJ City,S,24,24,1,72,No education,30,Patnership,Complex
6913,204.3,Boston,N,4,16,16,81,Graduation,33,Patnership,Standalone
2184,12.71,NJ City,N,3,10,2,38,Graduation,29,Franchise,Complex
1623,109.63,NJ City,E,20,20,2,70,Graduation,21,Owner,Standalone
353,487.12,NJ City,N,20,13,8,74,High School,24,Patnership,Standalone
